Opening: C:\Users\mag11\Desktop\bundles_packages\3.pkg
Chunk Name: aid_action_pinata_list_actorstores
Chunk Name: aid_pip_pinata_alert_dedostrapped
Chunk Name: aid_pip_pinata_award_biftree_grow
Chunk Name: aid_pip_pinata_animalill_oldage
Chunk Name: aid_action_pinata_list_avatarstores
Chunk Name: aid_pip_pinata_alert_returnspade
Chunk Name: aid_pip_pinata_animalill_trapped
Chunk Name: aid_pip_pinata_helper_outofwork_weeder
Chunk Name: aid_pip_pinata_test
Chunk Name: aid_pip_pinata_misc_animaldied
Chunk Name: aid_pip_pinata_misc_crateadvice
Chunk Name: aid_pip_pinata_misc_matetrouble
Chunk Name: aid_action_pinata_list_actorbuy
Chunk Name: aid_action_pinata_list_actorcrate
Chunk Name: aid_pip_pinata_story_unlocked
Chunk Name: aid_pip_pinata_alert_builderintro
Chunk Name: aid_action_pinata_list_startgamemenu
Chunk Name: aid_pip_pinata_animalill_created
Chunk Name: aid_pip_pinata_misc_plantstunted
Chunk Name: aid_pip_pinata_animalill_unhappy
Chunk Name: aid_pip_pinata_misc_firstmail
Chunk Name: aid_pip_pinata_misc_firstcocoon
Chunk Name: aid_pip_pinata_live_playerleft
CaffCount: 1
Caff 0
Size(bytes): 49953
Offset(h): 2048
.DATA chunk count: 126
.GPU chunk count: 3
0 offset(h): 120
0 size(bytes) - Compressed: 2758 -> Uncompressed: 8732
1 offset(h): 4926
1 size(bytes) - Compressed: 206 -> Uncompressed: 392
2 size(bytes) - Compressed: 3856 -> Uncompressed: 45280
3 size(bytes) - Compressed: 43013 -> Uncompressed: 94208
Opening: C:\Users\mag11\Desktop\bundles_packages\6.pkg
Chunk Name: pool
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered1
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered2
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered3
Chunk Name: aid_pip_pinata_award_upgrades_tageditor
Chunk Name: aid_model_pinata_avatar_seed_birdofparadiseplant_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup(2)
Chunk Name: aid_pip_pinata_helper_istrapped_builder
Chunk Name: aid_pip_pinata_helper_istrapped_bygate1
Chunk Name: aid_pip_pinata_helper_istrapped_bygate2
Chunk Name: aid_pip_pinata_helper_istrapped_bygate3
Chunk Name: aid_pip_pinata_mateminigame_runninganimal
Chunk Name: aid_pip_pinata_helper_outofwork_waterer
Chunk Name: aid_pip_pinata_alert_storkoshomeremoved
Chunk Name: aid_pip_pinata_alert_doctoranimalkilled
Chunk Name: aid_pip_pinata_startgame_wateringcan
Chunk Name: aid_action_pinata_abilities_avatarvegetable
Chunk Name: aid_pip_pinata_startgame_avatarinfoprompt
Chunk Name: aid_cutscene_pinata_wateringcanloop
Chunk Name: aid_cutscene_pinata_wateringcanloop
Chunk Name: aid_cutscene_pinata_wateringcanloop
Chunk Name: aid_pip_pinata_helper_cantreachwork_miner
Chunk Name: aid_pip_pinata_misc_plantonexcludedsurface
Chunk Name: aid_objparams_pinata_avatar_vegetable
Chunk Name: aid_pip_pinata_startgame_smashhouseblock
Chunk Name: aid_callout_pinata_avatar_fence_wire_default
Chunk Name: aid_action_pinata_interface_avatarvegetable
Chunk Name: aid_pip_pinata_mateminigame_gamecompleted
Chunk Name: aid_callout_pinata_avatar_fertiliser_red_default
Chunk Name: aid_pip_pinata_alert_gardenfullcantmate
Chunk Name: aid_pip_pinata_alert_doctorgiveuponpatient
Chunk Name: aid_pip_pinata_alert_tinker_outtinkering
Chunk Name: aid_pip_pinata_challenges_factory_reminder
Chunk Name: aid_pip_pinata_helper_groundskeepernight
Chunk Name: aid_pip_pinata_alert_kickedoutofpostoffice
Chunk Name: aid_pip_pinata_alert_doctorreachpatient
Chunk Name: aid_misc_pinata_speechphrase_doctor_hit1
Chunk Name: aid_misc_pinata_speechphrase_doctor_hit2
Chunk Name: aid_misc_pinata_speechphrase_doctor_hit3
Chunk Name: aid_script_pinata_game_garden_blank
Chunk Name: aid_pip_pinata_alert_warningwateringcan
Chunk Name: aid_pip_pinata_misc_competitionsunlocked
Chunk Name: aid_pip_pinata_helper_outofwork_harvester
Chunk Name: aid_fxparticle_pinata_misc_fertiliserred
Chunk Name: aid_pip_pinata_startgame_packetreminder
Chunk Name: aid_pip_pinata_challenges_dedos_completed
Chunk Name: aid_pip_pinata_award_animal_dragonresident
Chunk Name: aid_pip_pinata_animalill_cannotexit
Chunk Name: aid_pip_pinata_alert_returnwateringcan
Chunk Name: aid_pip_pinata_startgame_mouse_move
Chunk Name: aid_pip_pinata_startgame_mouse_look
Chunk Name: aid_pip_pinata_startgame_experiencebar
Chunk Name: aid_pip_pinata_startgame_wateringcaninfo
Chunk Name: aid_pip_pinata_challenges_factory_failed
Chunk Name: aid_pip_pinata_startgame_toolmenureminder
Chunk Name: aid_script_pinata_game_garden_load
Chunk Name: aid_pip_pinata_mateminigame_gamefailed
Chunk Name: aid_pip_pinata_startgame_happymeter
Chunk Name: aid_pip_pinata_alert_doctordirectadvice
Chunk Name: aid_pip_pinata_animalill_hypochondriac
Chunk Name: aid_callout_pinata_avatar_vegetable_common
Chunk Name: aid_pip_pinata_startgame_spadereminder
Chunk Name: aid_pip_pinata_misc_loggedinnoprofile
Chunk Name: aid_pip_pinata_mateminigame_movingloathers
Chunk Name: aid_pip_pinata_helper_istrapped_waterer
Chunk Name: aid_pip_pinata_misc_plantattackedbypest
Chunk Name: aid_pip_pinata_misc_plantattackedbyruffian
Chunk Name: aid_pip_pinata_alert_tinker_giveuponavatar
Chunk Name: aid_pip_pinata_award_shop_unlock_builder
Chunk Name: aid_pip_pinata_alert_tinker_givequote
Chunk Name: aid_pip_pinata_misc_emergencyreload
Chunk Name: aid_pip_pinata_helper_istrapped_harvester
Chunk Name: aid_pip_pinata_startgame_directreminder
Chunk Name: aid_pip_pinata_alert_tinker_directadvice
Chunk Name: aid_pip_pinata_startgame_wormappear
Chunk Name: aid_pip_pinata_alert_confiscatewateringcan
Chunk Name: aid_pip_pinata_startgame_newwormhouse
Chunk Name: aid_animtable_pinata_avatar_vegetable
Chunk Name: aid_fxemitter_pinata_misc_fertiliserred
Chunk Name: aid_pip_pinata_award_animal_resident
Chunk Name: aid_pip_pinata_helper_cantreachwork_weeder
Chunk Name: aid_pip_pinata_alert_tinker_caravanopen
Chunk Name: aid_pip_pinata_alert_raccoonreturned
Chunk Name: aid_pip_pinata_misc_experiencepoints
Chunk Name: aid_pip_pinata_misc_spacerunningout
Chunk Name: aid_pip_pinata_startgame_mouse_select
CaffCount: 1
Caff 0
Size(bytes): 66343
Offset(h): 2048
.DATA chunk count: 90
.GPU chunk count: 6
0 offset(h): 120
0 size(bytes) - Compressed: 2298 -> Uncompressed: 6720
1 offset(h): 4466
1 size(bytes) - Compressed: 622 -> Uncompressed: 1508
2 size(bytes) - Compressed: 9340 -> Uncompressed: 61100
3 size(bytes) - Compressed: 53963 -> Uncompressed: 249856
Opening: C:\Users\mag11\Desktop\bundles_packages\72.pkg
Chunk Name: aid_objparams_pinata_scenecontrol_journal
Chunk Name: aid_objparams_pinata_scenecontrol_leaderboardsread
Chunk Name: aid_script_pinata_game_journal
Chunk Name: aid_callout_pinata_avatar_produce_bread_default
Chunk Name: aid_model_pinata_avatar_projectile_firesalamander_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_model_pinata_avatar_produce_milk_default
Chunk Name: aid_texture_pinata_ui_journal_background
Chunk Name: aid_model_pinata_avatar_produce_bread_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
CaffCount: 1
Caff 0
Size(bytes): 79264
Offset(h): 2048
.DATA chunk count: 12
.GPU chunk count: 8
0 offset(h): 120
0 size(bytes) - Compressed: 508 -> Uncompressed: 1044
1 offset(h): 2676
1 size(bytes) - Compressed: 689 -> Uncompressed: 1704
2 size(bytes) - Compressed: 4026 -> Uncompressed: 22584
3 size(bytes) - Compressed: 73921 -> Uncompressed: 188416
Opening: C:\Users\mag11\Desktop\bundles_packages\95.pkg
Chunk Name: pool
Chunk Name: aid_script_pinata_houseinterior_mate_animal_chameleon
Chunk Name: aid_animevents_pinata_avatar_crate_regular_rest1
Chunk Name: aid_animevents_pinata_avatar_crate_regular_rest2
Chunk Name: aid_animevents_pinata_avatar_crate_regular_rest3
Chunk Name: aid_animevents_pinata_avatar_crate_regular_stand
Chunk Name: aid_fxparticle_pinata_misc_lanternflame
Chunk Name: aid_script_pinata_houseinterior_mate_animal_monkey
Chunk Name: aid_callout_pinata_avatar_prop_oillamp_default
Chunk Name: aid_anim_pinata_avatar_crate_regular_jiggle
Chunk Name: aid_script_pinata_houseinterior_subscripts_materoom
Chunk Name: aid_objparams_pinata_scenecontrol_houseinterior_bedroom
Chunk Name: aid_pip_pinata_challenges_factory_introduction
Chunk Name: aid_model_pinata_avatar_projectile_zebra_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_anim_pinata_avatar_crate_regular_stand
Chunk Name: aid_anim_pinata_avatar_crate_regular_rest1
Chunk Name: aid_anim_pinata_avatar_crate_regular_rest2
Chunk Name: aid_anim_pinata_avatar_crate_regular_rest3
Chunk Name: aid_script_pinata_houseinterior_subscripts_bedroom
Chunk Name: aid_animevents_pinata_avatar_crate_regular_openned
Chunk Name: aid_callout_pinata_avatar_fence_stone_default
Chunk Name: aid_objparams_pinata_scenecontrol_debug_animalinfo
Chunk Name: aid_model_pinata_avatar_prop_oillamp_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_animevents_pinata_avatar_crate_regular_closing
Chunk Name: aid_fxparticle_pinata_misc_tulipopen
Chunk Name: aid_cutsceneevents_pinata_background_factory_camera
Chunk Name: aid_anim_pinata_avatar_crate_regular_disappear
Chunk Name: aid_animevents_pinata_avatar_crate_regular_land
Chunk Name: aid_animevents_pinata_avatar_crate_regular_open
Chunk Name: aid_animevents_pinata_avatar_crate_regular_rock
Chunk Name: aid_objparams_pinata_scenecontrol_houseinterior_materoom
Chunk Name: aid_script_pinata_game_subscripts_visualsetup
Chunk Name: aid_objparams_pinata_scenecontrol_competitionlobby
Chunk Name: aid_misc_pinata_mateminigame_blackbutterfly
Chunk Name: aid_anim_pinata_avatar_crate_regular_land
Chunk Name: aid_anim_pinata_avatar_crate_regular_open
Chunk Name: aid_anim_pinata_avatar_crate_regular_rock
Chunk Name: aid_marker_pinata_game_competitionlobby
Chunk Name: aid_animevents_pinata_avatar_crate_regular_jiggle
Chunk Name: aid_model_pinata_avatar_projectile_beaver_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_animevents_pinata_avatar_crate_regular_disappear
Chunk Name: aid_cutscene_pinata_background_factory
Chunk Name: aid_anim_pinata_avatar_crate_regular_openned
Chunk Name: aid_objparams_pinata_scenecontrol_live
Chunk Name: aid_fxemitter_pinata_misc_lanternflame
Chunk Name: aid_anim_pinata_avatar_crate_regular_closing
Chunk Name: aid_fxemitter_pinata_misc_tulipopen
CaffCount: 1
Caff 0
Size(bytes): 100708
Offset(h): 2048
.DATA chunk count: 53
.GPU chunk count: 9
0 offset(h): 120
0 size(bytes) - Compressed: 1516 -> Uncompressed: 4268
1 offset(h): 3684
1 size(bytes) - Compressed: 1169 -> Uncompressed: 3584
2 size(bytes) - Compressed: 16962 -> Uncompressed: 60236
3 size(bytes) - Compressed: 80941 -> Uncompressed: 204800
Opening: C:\Users\mag11\Desktop\bundles_packages\481.pkg
Chunk Name: aid_action_pinata_list_avatarfertiliserpilepickedup
Chunk Name: aid_action_pinata_abilities_avatarfertiliserpile
Chunk Name: aid_fxparticle_pinata_misc_sickdeath
Chunk Name: aid_action_pinata_list_avatarfertiliserpile
Chunk Name: aid_action_pinata_interface_avatarfertiliserpile
Chunk Name: aid_texture_pinata_particle_breakpuff
Chunk Name: aid_texture_pinata_particle_sheepfire
Chunk Name: aid_fxrumble_pinata_spadetap
Chunk Name: aid_fxrumble_pinata_spadehit
Chunk Name: aid_texture_pinata_particle_whiteglow
Chunk Name: aid_model_pinata_avatar_fertiliserpile_red_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_fxemitter_pinata_misc_breakpuff
Chunk Name: aid_fxrumble_pinata_set_hatchfromeggorcocoon
Chunk Name: aid_texture_pinata_ui_characters_dastardos
Chunk Name: aid_fxparticle_pinata_actor_misc_dustcloud
Chunk Name: aid_fxemitter_pinata_misc_sickdeath
Chunk Name: aid_objparams_pinata_avatar_fertiliserpile
Chunk Name: aid_fxparticle_pinata_impactflash_spadehitanimalflash
Chunk Name: aid_callout_pinata_avatar_sweet_common
Chunk Name: aid_model_pinata_avatar_sweet_happy_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_fxemitter_pinata_misc_sweetsmash
Chunk Name: aid_fxparticle_pinata_misc_breakpuff
Chunk Name: aid_fxrumble_pinata_set_vshortweak
Chunk Name: aid_fxemitter_pinata_actor_misc_dustcloud
Chunk Name: aid_fxparticle_pinata_misc_sweetsmash
Chunk Name: aid_misc_pinata_avatar_squash
Chunk Name: aid_misc_pinata_avatar_wobble
CaffCount: 1
Caff 0
Size(bytes): 126402
Offset(h): 2048
.DATA chunk count: 31
.GPU chunk count: 10
0 offset(h): 120
0 size(bytes) - Compressed: 1001 -> Uncompressed: 2444
1 offset(h): 3169
1 size(bytes) - Compressed: 440 -> Uncompressed: 1016
2 size(bytes) - Compressed: 5010 -> Uncompressed: 29480
3 size(bytes) - Compressed: 119831 -> Uncompressed: 397312
Opening: C:\Users\mag11\Desktop\bundles_packages\306.pkg
Chunk Name: aid_model_pinata_avatar_money_gold_default
Chunk Name: aid_fxemitter_pinata_misc_juicebrown
Chunk Name: aid_script_pinata_houseinterior_mate_animal_badger
Chunk Name: aid_objparams_pinata_scenecontrol_houseinterior_gym
Chunk Name: aid_script_pinata_game_gardenemptysmall
Chunk Name: aid_fxparticle_pinata_misc_juicebrown
Chunk Name: aid_objparams_pinata_scenecontrol_introvideo_climax
Chunk Name: aid_fxparticle_pinata_misc_juiceyellow
Chunk Name: aid_model_pinata_avatar_money_biggold_default
Chunk Name: aid_fxemitter_pinata_misc_juiceyellow
Chunk Name: aid_callout_pinata_avatar_fruit_banana_default
Chunk Name: aid_model_pinata_avatar_money_bronze_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_objparams_pinata_avatar_fruit
Chunk Name: aid_objparams_pinata_avatar_money
Chunk Name: aid_action_pinata_interface_avatarsweet
Chunk Name: aid_action_pinata_interface_avatarfruit
Chunk Name: aid_action_pinata_interface_avatarmoney
Chunk Name: aid_script_pinata_game_newfrontend_introvideo_climax
Chunk Name: aid_callout_pinata_avatar_prop_perimeterstone_default
Chunk Name: aid_script_pinata_houseinterior_subscripts_gym
Chunk Name: aid_callout_pinata_avatar_fruit_apple_default
Chunk Name: aid_pip_pinata_confirmation_player_newgardendestructivewarning
Chunk Name: aid_pip_pinata_confirmation_player_newgardennotyetsaved
Chunk Name: aid_script_pinata_houseinterior_viewhouse_animalgym_default
Chunk Name: aid_callout_pinata_avatar_money_common
Chunk Name: aid_script_pinata_game_newfrontend_introvideo_4kids
Chunk Name: aid_callout_pinata_avatar_fruit_common
Chunk Name: aid_model_pinata_avatar_prop_perimeterstone_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_confirmation_player_tageditorclosewithoutsaving
Chunk Name: aid_objparams_pinata_scenecontrol_introvideo_4kids
Chunk Name: aid_texture_common_effect_starflare
Chunk Name: aid_action_pinata_abilities_avatarsweet
Chunk Name: aid_action_pinata_abilities_avatarfruit
Chunk Name: aid_action_pinata_abilities_avatarmoney
CaffCount: 1
Caff 0
Size(bytes): 128064
Offset(h): 2048
.DATA chunk count: 41
.GPU chunk count: 12
0 offset(h): 120
0 size(bytes) - Compressed: 1287 -> Uncompressed: 3336
1 offset(h): 3455
1 size(bytes) - Compressed: 776 -> Uncompressed: 2676
2 size(bytes) - Compressed: 6673 -> Uncompressed: 63812
3 size(bytes) - Compressed: 119208 -> Uncompressed: 278528
Opening: C:\Users\mag11\Desktop\bundles_packages\49.pkg
Chunk Name: pool
Chunk Name: aid_modelextras_pinata_avatar_home_helperdedos_default
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_putdown
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_pickup
Chunk Name: aid_pip_pinata_confirmation_player_loadgardenlocation
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_stand1
Chunk Name: aid_pip_pinata_confirmation_player_loadprofilelocation
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_pourinto
Chunk Name: aid_pip_pinata_confirmation_tinker_cantaffordtotinker
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_pour
Chunk Name: aid_texture_pinata_particle_earthsmashdust
Chunk Name: aid_pip_pinata_helper_istrappedexiting_groundskeeper
Chunk Name: aid_model_pinata_avatar_seed_turnip_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_model_pinata_avatar_flowerhead_sunflower_default
Chunk Name: aid_pip_pinata_confirmation_doctor_cantaffordtoheal
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_putdown
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_onfloor
Chunk Name: aid_fxemitter_pinata_misc_propsmashdust
Chunk Name: aid_fxemitter_pinata_misc_sunfloweropen
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_pouroutof
Chunk Name: aid_pip_pinata_helper_cantreachwork_groundskeepernight
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_pourinto
Chunk Name: aid_callout_pinata_avatar_flowerhead_sunflower_default
Chunk Name: aid_pip_pinata_helper_istrappedexiting_groundskeepernight
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_stand1
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_pickup
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_pouroutof
Chunk Name: aid_texture_pinata_particle_impactflash
Chunk Name: aid_texture_pinata_particle_seedpodpollen
Chunk Name: aid_fxemitter_pinata_impactflash_spadehitanimalflashold
Chunk Name: aid_anim_pinata_avatar_wateringcan_optimax_pour
Chunk Name: aid_pip_pinata_helper_istrappedexiting_beggartrader
Chunk Name: aid_fxparticle_pinata_misc_propsmashdust
Chunk Name: aid_animevents_pinata_avatar_wateringcan_optimax_onfloor
Chunk Name: aid_fxparticle_pinata_misc_sunfloweropen
CaffCount: 1
Caff 0
Size(bytes): 145955
Offset(h): 2048
.DATA chunk count: 40
.GPU chunk count: 10
0 offset(h): 120
0 size(bytes) - Compressed: 1232 -> Uncompressed: 3412
1 offset(h): 3400
1 size(bytes) - Compressed: 1216 -> Uncompressed: 3244
2 size(bytes) - Compressed: 9882 -> Uncompressed: 37936
3 size(bytes) - Compressed: 133505 -> Uncompressed: 450560
Opening: C:\Users\mag11\Desktop\bundles_packages\158.pkg
Chunk Name: aid_model_pinata_avatar_spadepart_woodhandle_default
Chunk Name: aid_animtable_pinata_avatar_spadepart
Chunk Name: aid_action_pinata_list_avatarpickedup
Chunk Name: aid_model_pinata_avatar_projectile_bee_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_confirmation_player_disconnectedmemoryunitingame
Chunk Name: aid_model_pinata_avatar_projectile_bushbaby_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_pip_pinata_alert_matingdanceinterruptedanimalremoved
Chunk Name: aid_pip_pinata_confirmation_player_devicehasprofilealready
Chunk Name: aid_action_pinata_interface_avatarjournal
Chunk Name: aid_texture_pinata_avatar_cursor_flash
Chunk Name: aid_action_pinata_list_avatarjournal
Chunk Name: aid_fxemitter_pinata_actor_misc_cursor_selectred
Chunk Name: aid_model_pinata_avatar_spadepart_rustyhead_default
Chunk Name: aid_action_pinata_interface_avatarspadepart
Chunk Name: aid_model_pinata_avatar_spadepart_deathhead_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_alert_matingdanceinterruptedhouseremoved
Chunk Name: aid_pip_pinata_confirmation_player_disconnectedmemoryunit
Chunk Name: aid_model_pinata_avatar_seed_tulip_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup(2)
Chunk Name: aid_fxparticle_pinata_actor_misc_cursor_selectred
Chunk Name: aid_action_pinata_list_avatarspade
Chunk Name: aid_action_pinata_abilities_avatarspadepart
Chunk Name: aid_pip_pinata_alert_tinker_cantreachpickeduptinkeravatar
Chunk Name: aid_objparams_pinata_avatar_spadepart
Chunk Name: aid_action_pinata_abilities_avatarjournal
CaffCount: 1
Caff 0
Size(bytes): 181695
Offset(h): 2048
.DATA chunk count: 35
.GPU chunk count: 18
0 offset(h): 120
0 size(bytes) - Compressed: 1120 -> Uncompressed: 2900
1 offset(h): 3288
1 size(bytes) - Compressed: 918 -> Uncompressed: 2672
2 size(bytes) - Compressed: 5413 -> Uncompressed: 45884
3 size(bytes) - Compressed: 174124 -> Uncompressed: 462848
Opening: C:\Users\mag11\Desktop\bundles_packages\119.pkg
Chunk Name: pool
Chunk Name: aid_cutscene_pinata_actor_animal_badger_appear
Chunk Name: aid_cutscene_pinata_actor_animal_badger_appear
Chunk Name: aid_cutsceneevents_pinata_actor_animal_badger_appear_camera
Chunk Name: aid_model_pinata_actor_animal_badger_appearfix
CaffCount: 1
Caff 0
Size(bytes): 196400
Offset(h): 2048
.DATA chunk count: 5
.GPU chunk count: 1
0 offset(h): 120
0 size(bytes) - Compressed: 246 -> Uncompressed: 460
1 offset(h): 2414
1 size(bytes) - Compressed: 1420 -> Uncompressed: 3368
2 size(bytes) - Compressed: 79491 -> Uncompressed: 176748
3 size(bytes) - Compressed: 115123 -> Uncompressed: 277120
Opening: C:\Users\mag11\Desktop\bundles_packages\467.pkg
Chunk Name: pool
Chunk Name: aid_anim_pinata_avatar_egg_break
Chunk Name: aid_callout_pinata_avatar_egg_common
Chunk Name: aid_action_pinata_interface_avatarprop
Chunk Name: aid_objparams_pinata_avatar_prop
Chunk Name: aid_anim_pinata_avatar_egg_wobble
Chunk Name: aid_model_pinata_avatar_paving_hollywood_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_animevents_pinata_avatar_egg_wobble
Chunk Name: aid_animtable_pinata_avatar_egg
Chunk Name: aid_animtable_pinata_avatar_prop
Chunk Name: aid_objparams_pinata_avatar_egg
Chunk Name: aid_animevents_pinata_avatar_egg_break
Chunk Name: aid_action_pinata_abilities_avataregg
Chunk Name: aid_action_pinata_abilities_avatarprop
Chunk Name: aid_objparams_pinata_avatar_produce
Chunk Name: aid_model_pinata_avatar_seed_monkeynut_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup(2)
Chunk Name: aid_model_pinata_avatar_egg_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_callout_pinata_avatar_flowerhead_birdofparadiseplant_default
Chunk Name: aid_animevents_pinata_avatar_egg_prehatch
Chunk Name: aid_model_pinata_avatar_prop_junkpond_default
Chunk Name: aid_objparams_pinata_scenecontrol_introvideo_mgs
Chunk Name: aid_action_pinata_interface_avataregg
Chunk Name: aid_model_pinata_avatar_flowerhead_birdofparadiseplant_default
Chunk Name: aid_pip_pinata_misc_temp
Chunk Name: aid_anim_pinata_avatar_egg_prehatch
CaffCount: 1
Caff 0
Size(bytes): 200577
Offset(h): 2048
.DATA chunk count: 36
.GPU chunk count: 15
0 offset(h): 120
0 size(bytes) - Compressed: 1087 -> Uncompressed: 2696
1 offset(h): 3255
1 size(bytes) - Compressed: 1212 -> Uncompressed: 3048
2 size(bytes) - Compressed: 13340 -> Uncompressed: 68824
3 size(bytes) - Compressed: 184818 -> Uncompressed: 499712
Caff 0
Size(bytes): 200577
Offset(h): 2048
.DATA chunk count: 36
.GPU chunk count: 15
0 offset(h): 120
0 size(bytes) - Compressed: 1087 -> Uncompressed: 2696
1 offset(h): 3255
1 size(bytes) - Compressed: 1212 -> Uncompressed: 3048
2 size(bytes) - Compressed: 13340 -> Uncompressed: 68824
3 size(bytes) - Compressed: 184818 -> Uncompressed: 499712
Caff 0
Size(bytes): 200577
Offset(h): 2048
.DATA chunk count: 36
.GPU chunk count: 15
0 offset(h): 120
0 size(bytes) - Compressed: 1087 -> Uncompressed: 2696
1 offset(h): 3255
1 size(bytes) - Compressed: 1212 -> Uncompressed: 3048
2 size(bytes) - Compressed: 13340 -> Uncompressed: 68824
3 size(bytes) - Compressed: 184818 -> Uncompressed: 499712
Opening: C:\Users\mag11\Desktop\bundles_packages\72.pkg
Chunk Name: aid_objparams_pinata_scenecontrol_journal
Chunk Name: aid_objparams_pinata_scenecontrol_leaderboardsread
Chunk Name: aid_script_pinata_game_journal
Chunk Name: aid_callout_pinata_avatar_produce_bread_default
Chunk Name: aid_model_pinata_avatar_projectile_firesalamander_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_model_pinata_avatar_produce_milk_default
Chunk Name: aid_texture_pinata_ui_journal_background
Chunk Name: aid_model_pinata_avatar_produce_bread_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
CaffCount: 1
Caff 0
Size(bytes): 79264
Offset(h): 2048
.DATA chunk count: 12
.GPU chunk count: 8
0 offset(h): 120
0 size(bytes) - Compressed: 508 -> Uncompressed: 1044
1 offset(h): 2676
1 size(bytes) - Compressed: 689 -> Uncompressed: 1704
2 size(bytes) - Compressed: 4026 -> Uncompressed: 22584
3 size(bytes) - Compressed: 73921 -> Uncompressed: 188416
Caff 0
Size(bytes): 200577
Offset(h): 2048
.DATA chunk count: 36
.GPU chunk count: 15
0 offset(h): 120
0 size(bytes) - Compressed: 1087 -> Uncompressed: 2696
1 offset(h): 3255
1 size(bytes) - Compressed: 1212 -> Uncompressed: 3048
2 size(bytes) - Compressed: 13340 -> Uncompressed: 68824
3 size(bytes) - Compressed: 184818 -> Uncompressed: 499712
Opening: C:\Users\mag11\Desktop\bundles_packages\6.pkg
Chunk Name: pool
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered1
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered2
Chunk Name: aid_misc_pinata_speechphrase_doctor_watered3
Chunk Name: aid_pip_pinata_award_upgrades_tageditor
Chunk Name: aid_model_pinata_avatar_seed_birdofparadiseplant_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup(2)
Chunk Name: aid_pip_pinata_helper_istrapped_builder
Chunk Name: aid_pip_pinata_helper_istrapped_bygate1
Chunk Name: aid_pip_pinata_helper_istrapped_bygate2
